﻿spot,rating,location,website,phone,notice,price,introduction,time,policy,service,grade,number,traffic,sid
西安市圣普美术博物馆,,陕西省西安新城区自强东路 585号 丹凤门西,www.simpleart.cc,,,,,乘坐地铁4号线到含元殿站下,,,,,,691
陕西汉唐石刻博物馆,,沣东大道58号沣东自贸新天地西里,http://www.htmuseum.com/,,,,,乘坐824路到阿房宫遗址博物馆站下,,,4.3,3条点评,,692
芷阳湖石榴生态休闲庄园,,芷阳湖路1号,,,,,芷阳湖位于骊山西侧，距华清池3里的芷阳沟内，这里曾是芷阳河故道。据历史记载，当初刘邦参加项羽所设鸿门宴，席间逃走，“道芷阳间行”。今天的芷阳村还留有后人为刘邦兴建的庙宇遗址。芷阳湖岸边不远处还有秦琼的饮马泉。,乘坐临潼309路到芷阳湖站下,,,5,1条点评,,693
青华山卧佛寺景区,,西安市长安区青华山(关中环线路南),,,,,青华山位于西安市长安区滦镇境内，地处秦岭山麓，海拔1678米，形若莲花卧佛，山上有寺庙12处，古为达官贵人郊游进香之地。青华山地势呈现南北走向，景区以山道为轴，全长约2.6公里，左右层峦叠嶂，自古以“青秀华美”而得期名。青华山主峰大顶奇拔伟峻，大顶南约1公里处是唐太宗李世民消夏避暑的离宫——翠薇宫遗址。青华山景区又是长安境内佛教宗派对地之一，景区内有名寺古刹遗址10余座。如今每逢农历三月初三、六月十五，青华山都有传统庙会，各地香客蜂拥而至，热闹非凡。,乘坐332路到青华山站下,,,,,,694
杨凌天伦居温泉,,西安市杨凌示范区滨河西路3号,,,,25,天伦居温泉取自3200米地下的热矿温泉含有人体所需的多种矿物元素、水温舒适、由同仁堂提供的中药材料融入汤池，还有牛奶、硫磺等数十个室内外汤池，同时配备了淋浴、健身房、休息室、茶艺室、棋牌室、足浴室等多项五星级酒店服务设施。是集休闲、娱乐、养生于一体的综合性温泉水疗中心。,,,,,,,695
清水湾乐汤汇,,西安市未央区海璟台北湾南区,,,,,清水湾·乐汤汇温泉水疗生活广场涵括水疗广场、养生泡汤、温泉客房、各地美食、汗蒸乐园、鲜酿清吧、榻式KTV、宽幕影院、童真乐园、游艺健身、街坊集市、热铺茶苑、暖炕憩眠等多类休闲业态。,乘坐207路到明光路凤城一路口站下,,,4,1条点评,,696
西安事变旧址,,陕西省西安市临潼区环城东路3号骊山国家森林公园内,,,,,,具体开放时间请咨询景区,乘坐地铁9号线到华清池站下,,,,,697
浐灞生态区城建博物馆,,灞柳西路,,,,,,,,,,,,698
陕西省科技馆,,陕西省西安市新城区东新街,http://www.shxstm.org.cn/,8.63E+11,,,"陕西科学技术馆是隶属于陕西省科学技术协会的公益性科普教育设施，是陕西省实施《全民科学素质行动计划纲要》、提升全民科学素质的重要科普阵地,是现代公共文化服务体系的重要组成部分,是培养公众求知、探索和创新能力不可或缺的一支重要力量。现有建筑面积9770平方米,使用面积6100平方米，其中展教面积4736平方米。",全年 周一至周二 不开放 周三至周日 09:00-17:00；周三-周日9:00-17:00（15:00停止检票）；周一、周二闭馆，正月初一、初二闭馆；国家法定节假日正常开放。具体开放时间以景区当日实际情况为准。,乘坐606路到端履门站下,,,,,699
飞霞亭,,西安市临潼区华清路38号华清池唐华清宫御汤遗址博物馆内,,,,,,,,,,,,700
浐灞国家湿地公园-草滩门,,西安市未央区,,,,,,,,,,,,701
将军山古镇,,中国陕西省西安市鄠邑区关中环线,,,,,将军山古镇背靠着秦岭山脉，是以关公为主题的景区，景区内有一条美食街和民俗街，还有关帝庙，可以来祭拜关公。,乘坐环山旅游1号线到金龙峡站下,,,,,,702
出土文物展厅,,西安市半引路155号半坡博物馆内,,,,,出土文物陈列由第一展室和第二展室组成，两个陈列室陈列的是从遗址中发掘出来的生产工具和生活用品。,3月1日-11月30日 08:00-18:00；12月1日-次年2月28日 08:00-17:30,乘坐地铁1号线到半坡站下,,,,,703
奇石林,,西安市狄寨街风光南路西车村鲸鱼沟竹海风景区,,,,,奇石林是由十余块大小不一的黑色石头组成，状如生姜，因而得名料姜石。料姜石是钙质结核，它主要形成于粘土质的地层中，姜石的形成在十几亿年前到第四纪风成黄土中。此竹林里小的有几十公斤，大的有上千吨的。该石周身千疮百孔，形状各异引人遐想。,全年 08:00-18:00,乘坐240路到狄寨站下,,,,,704
百石缘博物馆,,西安市新城区公园北路甲子1号长乐花卉博览园2楼东头1号,,,,,,全年 09:00-17:30,乘坐717路到公园北路韩森二路口站下,,,,,705
兵马俑陶俑手工制作体验地,,西安市临潼区秦陵北路兵马俑出口步行街向前100米,,,,,陶俑在古代雕塑艺术品中占有重要的位置，是古代墓葬雕塑艺术品的一种。早在原始社会，人们就开始将泥捏的人体、动物等一起放入炉中与陶器一起烧制。到了战国时期，随着殉人制度的衰落，陶俑替代了殉人陪葬，秦始皇陵出土的八千多个兵马俑气势壮观，令人叹为观止。,全年 09:40-16:00；9:40-16:00,乘坐临潼602路到下和村站下,,,,,706
高陵县祥顺博物馆,,高陵区南新街,,,,,,,,,,,,707
鲸鱼湖,,西安市狄寨街风光南路西车村鲸鱼沟竹海风景区,,,,,鲸鱼湖属于滑坡性堰塞湖，主要是由于江河两岸的山体发生滑坡堵塞河道形成的。它深达29米，宽达100米，蓄水量达518万立方米。绵延三公里，既可钓鱼又可泛舟，湖面波光粼粼，两岸山峦耸立，林木葱郁，湖光山色，如入仙境。,全年 08:00-18:00,乘坐240路到狄寨站下,,,,,708
西安建筑科技大学校史馆（西安建筑科技大学贾平凹文学艺术馆）,,西安市雁塔路13号,http://jg.xauat.edu.cn/xshg/index.php?catid=16,,,,,,,,,,,709
奇幻漂流河,,西安市浐灞生态区华文路1518号华夏文旅水世界内,,,,,卧躺在舒适的皮筏上，沿着蜿蜒的河道，你会遭遇激浪的冲击，体验洪水袭来的汹涌，炎炎夏日乘风破浪，来一段惊险刺激的漂流之旅。,6月15日-9月15日 10:30-18:00,乘坐浐灞3号线到华夏文旅站下,,,,,710
萤火虫秘境主题公园,,西安市碑林区东大街1号民生百货4楼,,,,45,萤火虫秘境主题公园内含星座奇缘馆、冰淇淋博物馆、邂逅迷宫、告白情书馆、二次元馆五大主题馆，园内1500平方米可不限时拍照玩乐。,全年 10:00-22:00,乘坐37路到端履门站下,,5,1条点评,,711
关中竹海,,西安市狄寨街风光南路西车村鲸鱼沟竹海风景区,,,,,关中竹海竹林面积近千亩，是关中乃至西北地区较大的原生态竹子生长区，竹海内平均每立方厘米5万负氧离子，是大城市负氧子含量的5到10倍。景区的竹子属于刚竹，刚竹属是禾本科竹亚科下的一个属。,全年 08:00-18:00,乘坐240路到狄寨站下,,,,,712
高山流水皇家珍宝馆,,西安市长安区东大镇高山流水别墅区,,,,,该馆地处古城西安、秦岭脚下，是集古艺术品收藏、展示、保护、文化传承、文化休闲于一体的综合性博物馆。珍宝馆类别涵盖陶器、瓷器、漆器、青铜器、金器、玉器、珠宝、水晶、翡翠、珐琅彩、佛教文化、书法字画、古家具等，其中珍品文物近千件（套），均品相上乘，构成体系。,周一闭馆，周二-周日：9:00-16:30正常营业（法定节假日另行通知）。,补充说明：1、优惠政策：儿童1.2（含）-1.4米（不含）需到景区自行购买半价票； 65（不含）-70岁（不含）持老年证或身份证享受半价优惠；学生持学生证、残疾人持残疾人证、军人持军人有效证件自行至景区购买半价票。2、免票政策：1.2以下儿童免票（需家长携带，家长携带仅限1位儿童）。3、以上信息仅供参考，具体信息请以景区当天披露为准。,乘坐775路到高山流水站下,,,,713
有色金属矿产地质陈列馆,,陕西省西安市碑林区雁塔中路78号,,,,,,乘坐222路到友谊路文艺路口站下,,,,,,714
观汉雅集艺术馆,,"纺西街238号半坡国际艺术区C区C-B-02号(半坡国际艺术区,灞柳驿站,碗碗会)",,,,,,乘坐地铁1号线到半坡站下,,,,,,715
楼观驿站,,集贤镇曲江农业博览园项目部(楼观台向东1千米处),,,,,,乘坐地铁6号线到木塔寺站下,,,,,,716
阎良区图书馆,,蓝天路中段(近西雅图社区),,,,,,,,,,,,717
秦汉文化艺术厅,,陕西省西安市新城区境内,,,,,,乘坐游7路到西华门站下,,,,,,718
凝香苑,,陕西省西安市碑林区兴庆湖中心岛,,,,,,乘坐8路到鸡市拐站下,,,,,,719
西安名车展览馆,,陕西省西安市未央区天台九路,,,,,,,,,,,,720
可为 · 茶美术,,陕西省西安市曲江新区华侨城108坊Mol,,,,,,,,,,,,721
悟真寺风景旅游区,,陕西省蓝田县县城东南莲花山,,,,,,乘坐蓝田601路到宏辉购物广场站下,,,,,,722
陕西西安市东岳庙,,陕西省户县西安庙街,,,,,,乘坐37路到大差市站下,,,,,,723
西北工业大学(友谊校区)图书馆,,劳动南路123号,,,,,,乘坐地铁5号线到西北工业大学站下,,,,,,724
康家遗址,,陕西省西安市临潼区相桥镇康家村北,,,,,,乘坐7路到王家坟站下,,,,,,725
梯子沟瀑布,,滦镇大坪村,,,,,,,,,,,,726
秦灞庄园,,狄寨街道办下塘路(秦灞现代农业园区大厦旁),,,,,,乘坐240路到白鹿原公交调度站下,,,0,1条点评,,727
鸣犊泉公园,,秦汉大道北50米,,,,,,乘坐临潼303路到贾村站下,,,,,,728
三一教会,,航天大道西口向北150米路东侧(近启航029),,,,,,乘坐地铁2号线到凤栖原站下,,,,,,729
扁担梁庄园,,太乙宫街办蛟峪山天池寺对面,,,,,,乘坐729路到太乙镇站下,,,,,,730
西安鑫龙游乐城,,大雁塔北广场东段(靠近大型5D影院),,,,,,乘坐地铁3号线到大雁塔站下,,,,,,731
vr视界体验馆,,西部电子商城,,,,,,乘坐205路到太白路电子一路口站下,,,,,,732
here创意生活书店,,唐延北路168号唐延中心城左街红桦坪,,,,,,乘坐地铁5号线到金光门站下,,,,,,733
文峰木塔,,陕西省三原县中王堡村,,,,,,乘坐327路到文卫路西口站下,,,,,,734
灞桥遗址,,陕西省西安市灞桥区灞桥镇柳巷村,,,,,,乘坐地铁3号线到香湖湾站下,,,,,,735
地方志馆,,西大街70号,,,,,,乘坐4路到广济街(市信访接待中心)站下,,,,,,736
香积居士林,,子午大道香积寺(近香积寺),,,,,,乘坐游9/320路到香积寺村站下,,,,,,737
小浴水库,,王莽街道(近大浴),,,,,,乘坐741路到小峪停车场站下,,,4,2条点评,,738
崔振宽美术馆,,柳雪路996号,,,,,美术馆内设有崔振宽作品陈列厅、综合展厅、艺术品典藏库、等展览空间。是一座集展览陈列、收藏，交流、教育、文化休闲为一体的民营美术馆。,全年 09:00-17:00,乘坐283路到下庄村站下,,0,1条点评,,739
西安国际美术城·美术馆,,大寨路优德口腔旁,,,,,,乘坐地铁3号线到延平门站下,,,,,,740
西安曲江皇家大玉坊玉文化博物馆,,曲江新区曲江文化创意大厦T34楼群楼5栋(陕文投对面),,,,,,乘坐603路到西安建设大厦站下,,,,,,741
乐鱼文化纪念册(展示店),,丈八北路486号秦美花卉市场(华润万家超市南侧),,,,,,乘坐地铁5号线到汉城南路站下,,,,,,742
周至金丝猴保护区,,陕西省周至县双庙乡玉皇庙村,,,,,周至金丝猴保护区内有上千只金丝猴，还有大熊猫、云豹、黑鹳、斑羚、水獭等动物，是很多动物的栖息地。,全年 全天开放,,,,,,743
沣西车马坑,,陕西省西安市长安区马王镇张家坡村,,,,,,,,,,,,744
陕西墁沟,,陕西省宁陕县铁桥村,,,,,,乘坐环山旅游1号线到沣峪环山转盘站下,,,,,,745
西魏文帝永陵,,陕西省富平县留古乡何家村,,,,,,,,,,,,746
神龙十八潭,,陕西省宁陕县广货街,,,,,,乘坐环山旅游1号线到沣峪环山转盘站下,,,,,,747
祥峪森林公园之宁湖,,东大镇祥峪沟村检票处往里1000米,,,,,,乘坐774路到二一三广场站下,,,,,,748
珍稀野生动物抢救饲养研究中心,,陕西省西安市楼观台Louguantai National Forest Park,,,,,,,,,,,,749
大峰山旅游风景区,,陕西省西安市孝里镇岚峪村东,,,,,,,,,,,,750
玄武庙青石殿,,陕西省合阳县王村乡南王村,,,,,,,,,5,1条点评,,751
meet u 鲜花艺术馆,,锦业路与丈八三路十字向西5米,,,,,,乘坐地铁6号线到丈八四路站下,,,,,,752
十二阅书吧,,西安工业大学商业街2层214商铺,,,,,,乘坐329路到西安工业大学未央校区站下,,,,,,753
金丝猴自然保护区,,Z301,,,,,,全年 08:00-17:30,,,,,,754
云经寺,,灞桥区红旗街办湾子村北,,,,,据碑文记载和历史考证，云经寺建于隋文帝开皇四年（公元584年），是一座有名的古刹。据传说，玄奘回到长安的时候，迎接这位探险家和佛教勇士的是万民空巷，人人礼拜，场面壮观！为了完成玄奘译经的工作，李世民起初就安排玄奘在云经寺把大量的从印度带来的佛经进行分类。因此，云经寺也被叫分经寺。后来，之所以改名叫云经寺，大概在公元644到649这五年期间或者更晚一些时候，是依唐太宗李世民“哄可为云，骑可为经，策可为寺”，然后定名云经寺。,乘坐123路到红旗制动厂站下,,,,,,755
北环广场,,陕西省西安市高陵区北广场路东段,,,,,,,,,,,,756
西安太白庙,,新农村,,,,,,,,,,,,757
高陵泾渭湿地观光园,,鹿苑大道南,,,,,,乘坐327路到泾渭分明湿地博览园站下,,,4.5,2条点评,,758
滨河公园,,涝滨北路与涝滨南路交叉口西北50米,,,,,,,,,,,,759
大明怀远将军园,,西安市雁塔区,,,,,,,,,,,,760
侯宗濂,,雁塔西路76,,,,,,,,,,,,761
冲突融合-魏晋南北朝,,西安市雁塔区小寨东路91号陕西历史博物馆第二展厅内,,,,,,,,,,,,762
沣西新城中心绿廊,,陕西省咸阳市秦都区钓台街道天雄西路沣西新城绿廊,,,,,,,,,,,,763
泰吉广场,,陕西省西安市临潼区,,,,,,,,,,,,764
老百姓演艺广场,,陕西省西安市未央区西环路1号附近,,,,,,,,,5,1条点评,,765
沣东文化广场,,红光路44号,,,,,,,,,,,,766
活泉基督教会,,陕西省西安市新城区兴工路34号附近,,,,,,,,,,,,767
乐居方舟基督教会,,太乙路279号-186号,,,,,,,,,,,,768
千禧广场,,人民东路,,,,,,,,,,,,769
西会教堂,,陕西省西安市周至县八姚路,,,,,,,,,,,,770
唐曲江池驳岸遗址,,曲江遗址公园内,,,,,,,,,,,,771
西安鄠邑区民间艺术博物馆,,西安市雁塔区芙蓉南路北100米,,,,,,,,,,,,772
太空植物博览园,,310县道西安国家民用航天产业基地航天育种科技产业示范园附近,,,,,,,,,,,,773
